Minnow,n.,"Any of numerous small American cyprinodont fishes of the genus Fundulus, and related genera. They live both in fresh and in salt water. Called also killifish, minny, and mummichog."
Mintage,n.,The duty paid to the mint for coining.
Minutemen,pl. ,of Minuteman
Mirbane,n.,See Nitrobenzene.
Misaccompt,v. t.,To account or reckon wrongly.
Misapprehend,v. t.,To take in a wrong sense; to misunderstand.
Misbeseem,v. t.,To suit ill.
Mischance,n.,Ill luck; ill fortune; mishap.
Miscomfort,n.,Discomfort.
Miscounsel,v. t.,To counsel or advise wrongly.
Misderive,v. t.,To turn or divert improperly; to misdirect.
Miseased,a.,Having discomfort or misery; troubled.
Misery,n.,Great unhappiness; extreme pain of body or mind; wretchedness; distress; woe.
Misframe,v. t.,To frame wrongly.
Mishappy,a.,Unhappy.
Miskindle,v. t.,To kindle amiss; to inflame to a bad purpose; to excite wrongly.
Misly,a.,Raining in very small drops.
Mispassion,n.,Wrong passion or feeling.
Mispronounce,v. t. & i.,To pronounce incorrectly.
Misrepresent,v. i.,To make an incorrect or untrue representation.
Missay,v. t.,To speak evil of; to slander.
Missis,n.,A mistress; a wife; -- so used by the illiterate.
Missy,n.,"An affectionate, or contemptuous, form of miss; a young girl; a miss."
Mistelling,p. pr. & vb. n.,of Mistell
Mistradition,n.,A wrong tradition.
Misturn,v. t.,To turn amiss; to pervert.
Miswrite,v. t.,To write incorrectly.
Mitigate,v. t.,To make mild and accessible; to mollify; -- applied to persons.
Mix,v. i.,To associate; to mingle.
Mnemonics,n.,The art of memory; a system of precepts and rules intended to assist the memory; artificial memory.
Mobile,a.,"Easily moved in feeling, purpose, or direction; excitable; changeable; fickle."
Mock,n.,Imitation; mimicry.
Mode,n.,"The scale as affected by the various positions in it of the minor intervals; as, the Dorian mode, the Ionic mode, etc., of ancient Greek music."
Moderate,a.,"Limited as to the degree in which a quality, principle, or faculty appears; as, an infusion of moderate strength; a man of moderate abilities."
Modernizing,p. pr. & vb. n.,of Modernize
Modii,pl. ,of Modius
Moff,n.,A thin silk stuff made in Caucasia.
Moil,n.,A spot; a defilement.
Molary,a.,Same as 2d Molar.
Mouldable,a.,Capable of being molded or formed.
Mole,n.,"Any insectivore of the family Talpidae. They have minute eyes and ears, soft fur, and very large and strong fore feet."
Molinism,n.,"The doctrines of the Molinists, somewhat resembling the tenets of the Arminians."
Molly,n.,A pet or colloquial name for Mary.
Molybdous,a.,"Of, pertaining to, or containing, molybdenum; specif., designating those compounds in which molybdenum has a lower valence as contrasted with molybdic compounds."
Monacid,a.,"Having one hydrogen atom replaceable by a negative or acid atom or radical; capable of neutralizing a monobasic acid; -- said of bases, and of certain metals."
Monarchian,n.,One of a sect in the early Christian church which rejected the doctrine of the Trinity; -- called also patripassian.
Mone,n.,The moon.
Moneyer,n.,An authorized coiner of money.
Monisher,n.,One who monishes; an admonisher.
Monkeys,pl. ,of Monkey
Monocarpic,a.,Alt. of Monocarpous
Monodactylous,a.,Having but one finger or claw.
Monogamous,a.,Same as Monogamian.
Monography,n.,Representation by lines without color; an outline drawing.
Monometallist,n.,"One who believes in monometallism as opposed to bimetallism, etc."
Monopneumona,n. pl.,"A suborder of Dipnoi, including the Ceratodus."
Monosperm,n.,A monospermous plant.
Monotone,n.,A single unvaried tone or sound.
Monsignore,n.,"My lord; -- an ecclesiastical dignity bestowed by the pope, entitling the bearer to social and domestic rank at the papal court. (Abbrev. Mgr.)"
Montero,n.,An ancient kind of cap worn by horsemen or huntsmen.
Mooed,imp. & p. p.,of Moo
Mooned,a.,Of or resembling the moon; symbolized by the moon.
Moonshine,n.,A preparation of eggs for food.
Moorland,n.,Land consisting of a moor or moors.
Mopping,p. pr. & vb. n.,of Mop
Moral,n.,The doctrine or practice of the duties of life; manner of living as regards right and wrong; conduct; behavior; -- usually in the plural.
Morate,n.,A salt of moric acid.
Mordente,n.,An embellishment resembling a trill.
Morganatic,a.,"Pertaining to, in the manner of, or designating, a kind of marriage, called also left-handed marriage, between a man of superior rank and a woman of inferior, in which it is stipulated that neither the latter nor her children shall enjoy the rank or inherit the possessions of her husband."
Mormon,n.,"A genus of sea birds, having a large, thick bill; the puffin."
Morosous,a.,Morose.
Morris-pike,n.,A Moorish pike.
Mortalized,imp. & p. p.,of Mortalize
Mortifier,n.,"One who, or that which, mortifies."
Morula,n.,"The sphere or globular mass of cells (blastomeres), formed by the clevage of the ovum or egg in the first stages of its development; -- called also mulberry mass, segmentation sphere, and blastosphere. See Segmentation."
Moss,n.,"A bog; a morass; a place containing peat; as, the mosses of the Scottish border."
Mot,n.,"A word; hence, a motto; a device."
Mothered,a.,"Thick, like mother; viscid."
Motion,v. i.,"To make a significant movement or gesture, as with the hand; as, to motion to one to take a seat."
Motorpathic,a.,Of or pertaining to motorpathy.
Mound,n.,"An artificial hill or elevation of earth; a raised bank; an embarkment thrown up for defense; a bulwark; a rampart; also, a natural elevation appearing as if thrown up artificially; a regular and isolated hill, hillock, or knoll."
Mountainous,a.,Inhabiting mountains.
Mourning,n.,The act of sorrowing or expressing grief; lamentation; sorrow.
Mousle,v. t.,To sport with roughly; to rumple.
Mouthful,n.,As much as is usually put into the mouth at one time.
Movement,n.,Motion of the mind or feelings; emotion.
Mow,n.,A heap or mass of hay or of sheaves of grain stowed in a barn.
Much,n.,"A thing uncommon, wonderful, or noticeable; something considerable."
Muckerer,n.,A miser; a niggard.
Mudarin,n.,"A brown, amorphous, bitter substance having a strong emetic action, extracted from the root of the mudar."
Mudir,n.,Same as Moodir.
Muffler,n.,A cushion for terminating or softening a note made by a stringed instrument with a keyboard.
Mulatto,n.,"The offspring of a negress by a white man, or of a white woman by a negro, -- usually of a brownish yellow complexion."
Mulierly,adv.,In the manner or condition of a mulier; in wedlock; legitimately.
Moolley,n.,A cow.
Multidentate,a.,"Having many teeth, or toothlike processes."
Multinodous,a.,Same as Multinodate.
Multiply,v. t.,To increase in number; to make more numerous; to add quantity to.
Multivagous,a.,Wandering much.
Mum-chance,n.,A game of hazard played with cards in silence.
Mumped,imp. & p. p.,of Mump
Muneration,n.,Remuneration.
Muntjac,n.,"Any one of several species of small Asiatic deer of the genus Cervulus, esp. C. muntjac, which occurs both in India and on the East Indian Islands."
Muriated,a.,Prepared with chloride of silver through the agency of common salt.
Murr,n.,A catarrh.
Muscales,n. pl.,"An old name for mosses in the widest sense, including the true mosses and also hepaticae and sphagna."
Muscovy glass,,Mica; muscovite. See Mica.
Muset,n.,A small hole or gap through which a wild animal passes; a muse.
Musk,n.,"The perfume emitted by musk, or any perfume somewhat similar."
Musquet,n.,See Musket.
Mustacho,n.,A mustache.
Mutation,n.,"Change; alteration, either in form or qualities."
Mutine,n.,A mutineer.
Mutuation,n.,The act of borrowing or exchanging.
Mycologist,n.,"One who is versed in, or who studies, mycology."
Mylohyoid,a.,"Pertaining to, or in the region of, the lower jaw and the hyoid apparatus; as, the mylohyoid nerve."
Myomancy,n.,Divination by the movements of mice.
Myriagramme,n.,"A metric weight, consisting of ten thousand grams or ten kilograms. It is equal to 22.046 lbs. avoirdupois."
Myrosin,n.,"A ferment, resembling diastase, found in mustard seeds."
Mysteries,pl. ,of Mystery
Mythologue,n.,A fabulous narrative; a myth.
Nabob,n.,"One who returns to Europe from the East with immense riches: hence, any man of great wealth."
Naif,a.,Having a true natural luster without being cut; -- applied by jewelers to a precious stone.
Naked,a.,"Unprovided with needful or desirable accessories, means of sustenance, etc.; destitute; unaided; bare."
Nameless,a.,Undistinguished; not noted or famous.
Napha water,,A perfume distilled from orange flowers.
Napoleonist,n.,A supporter of the dynasty of the Napoleons.
Nardoo,n.,"An Australian name for Marsilea Drummondii, a four-leaved cryptogamous plant, sometimes used for food."
Narrow,n.,"A narrow passage; esp., a contracted part of a stream, lake, or sea; a strait connecting two bodies of water; -- usually in the plural; as, The Narrows of New York harbor."
Nasal,n.,One of the nasal bones.
Nastiness,n.,"The quality or state of being nasty; extreme filthness; dirtiness; also, indecency; obscenity."
Nates,n. pl.,The two anterior of the four lobes on the dorsal side of the midbrain of most mammals; the anterior optic lobes.
Nationalness,n.,The quality or state of being national; nationality.
Natural,a.,"Springing from true sentiment; not artifical or exaggerated; -- said of action, delivery, etc.; as, a natural gesture, tone, etc."
Nature,n.,"The existing system of things; the world of matter, or of matter and mind; the creation; the universe."
Nauplii,pl. ,of Nauplius
Navarrese,a.,Of or pertaining to Navarre.
Navy,n.,"The officers and men attached to the war vessels of a nation; as, he belongs to the navy."
Near,adv.,"At a little distance, in place, time, manner, or degree; not remote; nigh."
Neathouse,n.,A building for the shelter of neat cattle.
Necessariness,n.,The quality of being necessary.
Neck,n.,"A reduction in size near the end of an object, formed by a groove around it; as, a neck forming the journal of a shaft."
Necrologies,pl. ,of Necrology
Nectariferous,a.,Secreting nectar; -- said of blossoms or their parts.
Neediness,n.,The state or quality of being needy; want; poverty; indigence.
Needy,superl.,Necessary; requiste.
Negativing,p. pr. & vb. n.,of Negative
Negotiability,n.,The quality of being negotiable or transferable by indorsement.
Nehiloth,n. pl.,"A term supposed to mean, perforated wind instruments of music, as pipes or flutes."
Nelumbo,n.,"A genus of great water lilies. The North American species is Nelumbo lutea, the Asiatic is the sacred lotus, N. speciosa."
Nemesis,n.,"The goddess of retribution or vengeance; hence, retributive justice personified; divine vengeance."
Neologism,n.,"The introduction of new words, or the use of old words in a new sense."
Neoteric,a.,Alt. of Neoterical
Nephridial,a.,Of or pertaining to a nephridium.
Nereidian,n.,"Any annelid resembling Nereis, or of the family Lycoridae or allied families."
Nervimotor,n.,Any agent capable of causing nervimotion.
Nestled,imp. & p. p.,of Nestle
Nether,a.,"Situated down or below; lying beneath, or in the lower part; having a lower position; belonging to the region below; lower; under; -- opposed to upper."
Neurapophysis,n.,One of the two lateral processes or elements which form the neural arch.
Neuropathic,a.,"Of or pertaining to neuropathy; of the nature of, or suffering from, nervous disease."
Neuter,n.,A person who takes no part in a contest; one who is either indifferent to a cause or forbears to interfere; a neutral.
Nevertheless,adv. / conj.,Not the less; notwithstanding; in spite of that; yet.
New-model,v. t.,To remodel.
Niagara period,,"A subdivision or the American Upper Silurian system, embracing the Medina, Clinton, and Niagara epoch. The rocks of the Niagara epoch, mostly limestones, are extensively distributed, and at Niagara Falls consist of about eighty feet of shale supporting a greater thickness of limestone, which is gradually undermined by the removal of the shale. See Chart of Geology."
Niceties,pl. ,of Nicety
Nicker tree,,The plant producing nicker nuts.
Nidification,n.,The act or process of building a nest.
Niggardous,a.,Niggardly.
Nighted,a.,Overtaken by night; belated.
Nihil,n.,Nothing.
Nimbose,a.,Cloudy; stormy; tempestuous.
Ninetieth,a.,Next in order after the eighty-ninth.
Nip,n.,"A seizing or closing in upon; a pinching; as, in the northern seas, the nip of masses of ice."
Nisus,n.,A striving; an effort; a conatus.
Nitrobenzene,n.,"A yellow aromatic liquid (C6H5.NO2), produced by the action of nitric acid on benzene, and called from its odor imitation oil of bitter almonds, or essence of mirbane. It is used in perfumery, and is manufactured in large quantities in the preparation of aniline. Fornerly called also nitrobenzol."
Nitrosylic,a.,"Of, pertaining to, or containing, nitrosyl; as, nitrosylic acid."
Nobilify,v. t.,To make noble; to nobiliate.
Nocent,a.,Guilty; -- the opposite of innocent.
Nocturnal,a.,"Having a habit of seeking food or moving about at night; as, nocturnal birds and insects."
Node,n.,"The joint of a stem, or the part where a leaf or several leaves are inserted."
Nog,n.,A kind of strong ale.
Noisome,a.,Offensive to the smell or other senses; disgusting; fetid.
Nomarch,n.,The chief magistrate of a nome or nomarchy.
Nominate,v. t.,To mention by name; to name.
Nonaerobiotic,a.,Capable of living without atmospheric oxygen; anaerobiotic.
Noncomplying,a.,Neglecting or refusing to comply.
None,n.,"Same as Nones, 2."
Nonexportation,n.,A failure of exportation; a not exporting of commodities.
Nonobedience,n.,Neglect of obedience; failure to obey.
Non prosequitur,,A judgment entered against the plaintiff in a suit where he does not appear to prosecute. See Nolle prosequi.
Nonsubmissive,a.,Not submissive.
Noon,a.,No. See the Note under No.
Norm,a.,"A typical, structural unit; a type."
North,a.,"Lying toward the north; situated at the north, or in a northern direction from the point of observation or reckoning; proceeding toward the north, or coming from the north."
Northwards,adv.,"Toward the north, or toward a point nearer to the north than to the east or west point."
Nosegay,n.,A bunch of odorous and showy flowers; a bouquet; a posy.
Notability,n.,A notable saying.
Notchweed,n.,"A foul-smelling weed, the stinking goosefoot (Chenopodium Vulvaria)."
Noted,a.,"Well known by reputation or report; eminent; celebrated; as, a noted author, or traveler."
Notidanian,n.,"Any one of several species of sharks of the family Notidanidae, or Hexanchidae. Called also cow sharks. See Shark."
Notoriety,n.,"The quality or condition of being notorious; the state of being generally or publicly known; -- commonly used in an unfavorable sense; as, the notoriety of a crime."
Nourish,v. t.,To support; to maintain.
Novelette,n.,A short novel.
Novity,n.,Newness; novelty.
Noyls,n. pl.,See Noils.
Nuchal,a.,"Of, pertaining to, or in the region of, the back, or nape, of the neck; -- applied especially to the anterior median plate in the carapace of turtles."
Nucleus,n.,"A visceral mass, containing the stomach and other organs, in Tunicata and some mollusks."
Nul,a.,"No; not any; as, nul disseizin; nul tort."
Number,n.,"That which is regulated by count; poetic measure, as divisions of time or number of syllables; hence, poetry, verse; -- chiefly used in the plural."
Numeric,n.,Alt. of Numerical
Nun,n.,The smew.
Nuptial,n.,Marriage; wedding; nuptial ceremony; -- now only in the plural.
Nursing,a.,"Supplying or taking nourishment from, or as from, the breast; as, a nursing mother; a nursing infant."
Nutjobber,n.,The nuthatch.
Nuzzle,v. i.,"To work with the nose, like a swine in the mud."
Nymphic,a.,Alt. of Nymphical
Oakling,n.,A young oak.
Oath,n.,"A solemn affirmation or declaration, made with a reverent appeal to God for the truth of what is affirmed."
Obedible,a.,Obedient.
Obesity,n.,The state or quality of being obese; incumbrance of flesh.
Object,v. t.,To set before or against; to bring into opposition; to oppose.
Objuration,n.,A binding by oath.
Obligation,n.,"The state of being obligated or bound; the state of being indebted for an act of favor or kindness; as, to place others under obligations to one."
Oblite,a.,Indistinct; slurred over.
Obnubilate,v. t.,To cloud; to obscure.
Obscure,superl.,"Not clear, full, or distinct; clouded; imperfect; as, an obscure view of remote objects."
Observance,n.,Servile attention; sycophancy.
Observe,v. i.,To take notice; to give attention to what one sees or hears; to attend.
Obstetricate,v. i.,To perform the office of midwife.
Obstupefaction,n.,See Stupefaction.
Obtrude,v. t.,To offer with unreasonable importunity; to urge unduly or against the will.
Obuncous,a.,Hooked or crooked in an extreme degree.
Occasion,v. t.,"To give occasion to; to cause; to produce; to induce; as, to occasion anxiety."
Occrustate,v. t.,To incrust; to harden.
Occur,v. i.,To meet; to clash.
Ocherous,a.,Alt. of Ochreous
Octagon,n.,Any structure (as a fortification) or place with eight sides or angles.
Octene,n.,Same as Octylene.
Octonaphthene,n.,"A colorless liquid hydrocarbon of the octylene series, occurring in Caucasian petroleum."
Oculary,a.,"Of or pertaining to the eye; ocular; optic; as, oculary medicines."
Odds,a.,"Difference in favor of one and against another; excess of one of two things or numbers over the other; inequality; advantage; superiority; hence, excess of chances; probability."
Odontocete,n.pl.,"A subdivision of Cetacea, including the sperm whale, dolphins, etc.; the toothed whales."
Oe,,"a diphthong, employed in the Latin language, and thence in the English language, as the representative of the Greek diphthong oi. In many words in common use, e alone stands instead of /. Classicists prefer to write the diphthong oe separate in Latin words."
Oestrian,a.,Of or pertaining to the gadflies.
Offal,n.,That which is thrown away as worthless or unfit for use; refuse; rubbish.
Offer,v. t.,"To present in words; to proffer; to make a proposal of; to suggest; as, to offer an opinion. With the infinitive as an objective: To make an offer; to declare one's willingness; as, he offered to help me."
Office,v. t.,"To perform, as the duties of an office; to discharge."
Offlet,n.,A pipe to let off water.
Ofter,adv.,Compar. of Oft.
Oil,v. t.,To smear or rub over with oil; to lubricate with oil; to anoint with oil.
Oker,n.,See Ocher.
Oleander,n.,"A beautiful evergreen shrub of the Dogbane family, having clusters of fragrant red or white flowers. It is native of the East Indies, but the red variety has become common in the south of Europe. Called also rosebay, rose laurel, and South-sea rose."
Olfactory,n.,"An olfactory organ; also, the sense of smell; -- usually in the plural."
Oligotokous,a.,Producing few young.
Olla-podrida,n.,"A favorite Spanish dish, consisting of a mixture of several kinds of meat chopped fine, and stewed with vegetables."
Ominate,v. t. & i.,To presage; to foreshow; to foretoken.
Omniparity,n.,Equality in every part; general equality.
Omosternal,a.,Of or pertaining to the omosternum.
On,prep.,"Occupied with; in the performance of; as, only three officers are on duty; on a journey."
One,a.,"Pointing out a contrast, or denoting a particular thing or person different from some other specified; -- used as a correlative adjective, with or without the."
Onerously,adv.,In an onerous manner.
Onomatology,n.,The science of names or of their classification.
Onwards,adv.,Onward.
Oophore,n.,"An alternately produced form of certain cryptogamous plants, as ferns, mosses, and the like, which bears antheridia and archegonia, and so has sexual fructification, as contrasted with the sporophore, which is nonsexual, but produces spores in countless number. In ferns the oophore is a minute prothallus; in mosses it is the leafy plant."
Ooze,v. t.,To cause to ooze.
Open,a.,"Not drawn together, closed, or contracted; extended; expanded; as, an open hand; open arms; an open flower; an open prospect."
Opening,n.,"Hence: A vacant place; an opportunity; as, an opening for business."
Operation,n.,Effect produced; influence.
Operculum,n.,Any lid-shaped structure closing the aperture of a tube or shell.
Ophite,n.,"A greenish spotted porphyry, being a diabase whose pyroxene has been altered to uralite; -- first found in the Pyreness. So called from the colored spots which give it a mottled appearance."
Opiated,a.,Mixed with opiates.
Opinionable,a.,"Being, or capable of being, a matter of opinion; that can be thought; not positively settled; as, an opinionable doctrine."
Opodeldoc,n.,"A saponaceous, camphorated liniment; a solution of soap in alcohol, with the addition of camphor and essential oils; soap liniment."
Opposed,imp. & p. p.,of Oppose
Oppressing,p. pr. & vb. n.,of Oppress
Optative,a.,Expressing desire or wish.
Option,n.,"A stipulated privilege, given to a party in a time contract, of demanding its fulfillment on any day within a specified limit."
Oracle,n.,"The communications, revelations, or messages delivered by God to the prophets; also, the entire sacred Scriptures -- usually in the plural."
Orarian,a.,Of or pertaining to a coast.
Orb,v. t.,To form into an orb or circle.
Orby,a.,Orblike; having the course of an orb; revolving.
Orchil,n.,See Archil.
Order,n.,"Hence: A commission to purchase, sell, or supply goods; a direction, in writing, to pay money, to furnish supplies, to admit to a building, a place of entertainment, or the like; as, orders for blankets are large."
Ordinal,a.,Of or pertaining to an order.
Ordination,n.,The act of setting apart to an office in the Christian ministry; the conferring of holy orders.
Orfgild,n.,Restitution for cattle; a penalty for taking away cattle.
Organization,n.,That which is organized; an organized existence; an organism
Organy,n.,See Origan.
Oriental,n.,Eastern Christians of the Greek rite.
Original,a.,"Not copied, imitated, or translated; new; fresh; genuine; as, an original thought; an original process; the original text of Scripture."
Orison,n.,A prayer; a supplication.
Ornitho-,,"A combining form fr. Gr. /, /, a bird."
Orphaline,n.,See Orpheline.
Orsedue,n.,Leaf metal of bronze; Dutch metal. See under Dutch.
Orthodoxy,n.,"Soundness of faith; a belief in the doctrines taught in the Scriptures, or in some established standard of faith; -- opposed to heterodoxy or to heresy."
Orthomorphic,a.,Having the right form.
Ortolan,n.,"In England, the wheatear (Saxicola oenanthe)."
Oscillancy,n.,The state of oscillating; a seesaw kind of motion.
Osculate,v. i.,"To touch closely.  See Osculation, 2."
Osmium,n.,"A rare metallic element of the platinum group, found native as an alloy in platinum ore, and in iridosmine. It is a hard, infusible, bluish or grayish white metal, and the heaviest substance known. Its tetroxide is used in histological experiments to stain tissues. Symbol Os. Atomic weight 191.1.  Specific gravity 22.477."
Ossified,a.,Changed to bone or something resembling bone; hardened by deposits of mineral matter of any kind; -- said of tissues.
Ostent,n.,Appearance; air; mien.
Osteologic,a.,Alt. of Osteological
Ostleress,n.,A female ostler.
Otaheite apple,,"The fruit of a Polynesian anacardiaceous tree (Spondias dulcis), also called vi-apple. It is rather larger than an apple, and the rind has a flavor of turpentine, but the flesh is said to taste like pineapples."
Oto-,,"A combining form denoting relation to, or situation near or in, the ear."
Ottomite,n.,An Ottoman.
Ouranographist,n.,See Uranographist.
Out,interj.,"Expressing impatience, anger, a desire to be rid of; -- with the force of command; go out; begone; away; off."
Outbreaking,n.,That which bursts forth.
Outcry,n.,"A vehement or loud cry; a cry of distress, alarm, opposition, or detestation; clamor."
Outfeast,v. t.,To exceed in feasting.
Outgo,v. t.,To circumvent; to overreach.
Outland,a.,Foreign; outlandish.
Outline,n.,A sketch composed of such lines; the delineation of a figure without shading.
Outnoise,v. t.,To exceed in noise; to surpass in noisiness.
Outrage,n.,"Specifically, to violate; to commit an indecent assault upon (a female)."
Outrode,n.,An excursion.
Outside,a.,"Reaching the extreme or farthest limit, as to extent, quantity, etc.; as, an outside estimate."
Outstep,v. t.,To exceed in stepping.
Outwalk,v. t.,To excel in walking; to leave behind in walking.
Outwrite,v. t.,To exceed or excel in writing.
Ovated,a.,Ovate.
Over,a.,"Upper; covering; higher; superior; also, excessive; too much or too great; -- chiefly used in composition; as, overshoes, overcoat, over-garment, overlord, overwork, overhaste."
Overbid,v. t.,"To bid or offer beyond, or in excess of."
Overcast,v. t.,To compute or rate too high.
Overcredulous,a.,Too credulous.
Overdue,a.,"Due and more than due; delayed beyond the proper time of arrival or payment, etc.; as, an overdue vessel; an overdue note."
Overflowing,p. pr. & vb. n.,of Overflow
Overgarrison,v. t.,To garrison to excess.
Overgrowth,n.,Excessive growth.
Overhear,v. t.,To hear again.
Overland,adv.,"By, upon, or across, land."
Overlying,p. pr. & vb. n.,of Overlie
Overly,a.,Excessive; too much.
Overmultitude,v. t.,To outnumber.
Overply,v. t.,To ply to excess; to exert with too much vigor; to overwork.
Overrating,p. pr. & vb. n.,of Overrate
Overrighteous,a.,Excessively righteous; -- usually implying hypocrisy.
Overscrupulousness,n.,The quality or state of being overscrupulous; excess of scrupulousness.
Overshadowy,a.,Overshadowing.
Oversoon,adv.,Too soon.
Overstrained,imp. & p. p.,of Overstrain
Overthrew,imp.,of Overthrow
Overtrade,v. i.,To trade beyond one's capital; to buy goods beyond the means of paying for or seleng them; to overstock the market.
Overwary,a.,Too wary; too cautious.
Overworked,imp. & p. p.,of Overwork
Oviposit,v. i.,To lay or deposit eggs; -- said esp. of insects.
Ovum,n.,One of the series of egg-shaped ornaments into which the ovolo is often carved.
Own,v. t.,"To grant; to acknowledge; to admit to be true; to confess; to recognize in a particular character; as, we own that we have forfeited your love."
Oxamic,a.,"Pertaining to, or designating, an acid NH2.C2O2.HO obtained as a fine crystalline powder, intermediate between oxalic acid and oxamide. Its ammonium salt is obtained by boiling oxamide with ammonia."
Oxidated,imp. & p. p.,of Oxidate
Oxy-,,"A compound containing the hydroxyl group, more properly designated by hydroxy-. See Hydroxy-."
Oxygonial,a.,Having acute angles.
Oyez,interj.,Hear; attend; -- a term used by criers of courts to secure silence before making a proclamation. It is repeated three times.
Paas,n.,The Easter festival.
Pacha,n.,See Pasha.
Pacify,v. t.,"To make to be at peace; to appease; to calm; to still; to quiet; to allay the agitation, excitement, or resentment of; to tranquillize; as, to pacify a man when angry; to pacify pride, appetite, or importunity."
Package,n.,"A bundle made up for transportation; a packet; a bale; a parcel; as, a package of goods."
Paction,n.,An agreement; a compact; a bargain.
Padding,n.,The uniform impregnation of cloth with a mordant.
Padlock,n.,"A portable lock with a bow which is usually jointed or pivoted at one end so that it can be opened, the other end being fastened by the bolt, -- used for fastening by passing the bow through a staple over a hasp or through the links of a chain, etc."
Paganizing,p. pr. & vb. n.,of Paganize
Pagodite,n.,Agalmatolite; -- so called because sometimes carved by the Chinese into the form of pagodas. See Agalmatolite.
Painful,a.,Requiring labor or toil; difficult; executed with laborious effort; as a painful service; a painful march.
Painting,n.,A depicting by words; vivid representation in words.
Palace,n.,"Loosely, any unusually magnificent or stately house."
Palatial,a.,Palatal; palatine.
Pale,n.,"A stripe or band, as on a garment."
Paleography,n.,"An ancient manner of writing; ancient writings, collectively; as, Punic paleography."
Palestrae,pl. ,of Palestra
Palingenesy,n.,A new birth; a re-creation; a regeneration; a continued existence in different manner or form.
Pall,a.,"To become vapid, tasteless, dull, or insipid; to lose strength, life, spirit, or taste; as, the liquor palls."
Palliament,n.,A dress; a robe.
Palm,n.,The inner and somewhat concave part of the hand between the bases of the fingers and the wrist.
Palmatisected,a.,"Divided, as a palmate leaf, down to the midrib, so that the parenchyma is interrupted."
Palmyra,n.,"A species of palm (Borassus flabelliformis) having a straight, black, upright trunk, with palmate leaves. It is found native along the entire northern shores of the Indian Ocean, from the mouth of the Tigris to New Guinea. More than eight hundred uses to which it is put are enumerated by native writers. Its wood is largely used for building purposes; its fruit and roots serve for food, its sap for making toddy, and its leaves for thatching huts."
Palsgravine,n.,The consort or widow of a palsgrave.
Paludinal,a.,Inhabiting ponds or swamps.
Pamphleteer,v. i.,To write or publish pamphlets.
Panade,n.,A dagger.
Pandect,n.,"The digest, or abridgment, in fifty books, of the decisions, writings, and opinions of the old Roman jurists, made in the sixth century by direction of the emperor Justinian, and forming the leading compilation of the Roman civil law."
Pane,n.,"In irrigating, a subdivision of an irrigated surface between a feeder and an outlet drain."
Paneless,a.,Without panes.
Panification,n.,The act or process of making bread.
Panorpian,n.,Same as Panorpid.
Pant,n.,A quick breathing; a catching of the breath; a gasp.
Pantheon,n.,"The collective gods of a people, or a work treating of them; as, a divinity of the Greek pantheon."
Panton,n.,"A horseshoe to correct a narrow, hoofbound heel."
Papalize,v. t.,To make papal.
Papescent,a.,Containing or producing pap; like pap.
Papized,a.,Conformed to popery.
Par,n.,Equality of condition or circumstances.
Paracentrical,a.,Deviating from circularity; changing the distance from a center.
Paradigm,n.,"An illustration, as by a parable or fable."
Paradoxist,n.,One who proposes a paradox.
Paragon,v. i.,To be equal; to hold comparison.
Paralipsis,n.,See Paraleipsis.
Parallelogrammatic,a.,Of or pertaining to a parallelogram; parallelogrammic.
Paramento,n.,Ornament; decoration.
Parapeptone,n.,"An albuminous body formed in small quantity by the peptic digestion of proteids. It can be converted into peptone by pancreatic juice, but not by gastric juice."
Parapleura,n.,A chitinous piece between the metasternum and the pleuron of certain insects.
Parasol,n.,A kind of small umbrella used by women as a protection from the sun.
Parbreak,n.,Vomit.
Parching,a.,Scorching; burning; drying.
Paregoric,a.,"Mitigating; assuaging or soothing pain; as, paregoric elixir."
Parenthetical,a.,Using or containing parentheses.
Pargetory,n.,"Something made of, or covered with, parget, or plaster."
Paring,v. t.,The act of cutting off the surface or extremites of anything.
Parkeria,n.,"A genus of large arenaceous fossil Foraminifera found in the Cretaceous rocks. The species are globular, or nearly so, and are of all sizes up to that of a tennis ball."
Parnassia,n.,"A genus of herbs growing in wet places, and having white flowers; grass of Parnassus."
Parole,v. t.,"To set at liberty on parole; as, to parole prisoners."
Parquet,n.,Same as Parquetry.
Parry,n.,"A warding off of a thrust or blow, as in sword and bayonet exercises or in boxing; hence, figuratively, a defensive movement in debate or other intellectual encounter."
Parting,p. pr. & vb. n.,of Part
Partheniad,n.,A poem in honor of a virgin.
Participating,p. pr. & vb. n.,of Participate
Particular,n.,"One of the details or items of grounds of claim; -- usually in the pl.; also, a bill of particulars; a minute account; as, a particular of premises."
Parting,n.,"The breaking, as of a cable, by violence."
Partnership,n.,A division or sharing among partners; joint possession or interest.
Parti-colored,a.,"Colored with different tints; variegated; as, a party-colored flower."
Pasque,n.,See Pasch.
Pass,v. t.,"To go successfully through, as an examination, trail, test, etc.; to obtain the formal sanction of, as a legislative body; as, he passed his examination; the bill passed the senate."
Passage,v. i.,"Way; road; path; channel or course through or by which one passes; way of exit or entrance; way of access or transit. Hence, a common avenue to various apartments in a building; a hall; a corridor."
Passibleness,n.,Passibility.
Passive,a.,"Not active, but acted upon; suffering or receiving impressions or influences; as, they were passive spectators, not actors in the scene."
Paste,n.,"A soft composition, as of flour moistened with water or milk, or of earth moistened to the consistence of dough, as in making potter's ware."
Pastor,n.,A shepherd; one who has the care of flocks and herds.
